question,answer,label,preds,em,f1,acc,wall_time,total_tokens,steps,tool_cost,token_cost,total_cost
"Bret takes a 9 hour train ride to go to Boston.   He spends 2 hours reading a book, 1 hour to eat his dinner, and 3 hours watching movies on his computer.  How many hours does he have left to take a nap?","For all his activities on the train, Bret spends 2 + 1 + 3 = <<2+1+3=6>>6 hours.
For his nap, he has 9 - 6 = <<9-6=3>>3 hours left.
#### 3",3, 9 hours.,False,0.0,0,4.143644332885742,430,2,0,0.00086,0.00086
"A cat spends its time hunting birds.  The cat catches 8 birds during the day and twice this many at night. In total, how many birds did the cat catch?","At night, the cat catches 8 birds * 2 = <<8*2=16>>16 birds.
Combined with the birds caught during the day, the cat caught a total of 8 birds + 16 birds = <<8+16=24>>24 birds.
#### 24",24, 24,True,1.0,1,5.559162378311157,413,2,0,0.0008259999999999999,0.0008259999999999999
"Tony is driving his car between his town and a friend's down. The towns are 120 miles apart and he gets there in 3 hours. The next day, he is driving to see another friend who lives 200 miles away from his friend. If he drives at the same speed, how long will the drive take?","He is driving 40 MPH because 120 / 3 = <<120/3=40>>40
It will take him 5 hours because 200 / 40 = <<200/40=5>>5
#### 5",5, 5 hours,False,0.6666666666666666,0,5.918240070343018,451,2,0,0.0009019999999999999,0.0009019999999999999
The Martin family goes to the mall to get ice cream.  A kiddie scoop is $3.  A regular scoop is $4.  A double scoop is $6.   Mr. and Mrs. Martin each get the regular scoop.  Their two children each get the kiddie scoop.  Their three teenage children each get double scoops.  How much money does Mrs. Martin pay the cashier?,"The two regular scoops cost $4 x 2 = $<<4*2=8>>8.
The two kiddie scoops cost $3 x 2 = $<<3*2=6>>6.
The three double scoops cost $6 x 3 = $<<6*3=18>>18.
For all the ice creams they ordered, Mrs. Martin pays $8 + $6 + $18 = $<<8+6+18=32>>32.
#### 32",32, Mrs. Martin pays the cashier $32.,False,0.33333333333333337,0,54.320916175842285,548,4,0,0.001096,0.001096
"James decides to replace his car.  He sold his $20,000 car for 80% of its value and then was able to haggle to buy a $30,000 sticker price car for 90% of its value.  How much was he out of pocket?","He sold his car for 20000*.8=$<<20000*.8=16000>>16,000
He bought the new car for 30,000*.9=$<<30000*.9=27000>>27,000
That means he was out of pocket 27,000-16,000=$<<27000-16000=11000>>11,000
#### 11000",11000," $11,000",True,1.0,1,8.278642416000366,476,4,0,0.0009519999999999999,0.0009519999999999999
"4 students participated in a 200m race. If the average completion time of the last three students was 35 seconds, and the average completion time of all four runners was 30 seconds, how long (in seconds) did it take the student who came first to finish the race?","The last 3 students had an average completion time of 35 seconds so the sum of their completion times was 3*35 = <<3*35=105>>105 seconds
All 4 students (now including the student who came first) had an average completion time of 30 seconds, meaning the sum of their completion times is 4*30 = <<4*30=120>>120 seconds
The student who came first spent 120-105 = <<120-105=15>>15 seconds in the race
#### 15",15, 15 seconds.,False,0.6666666666666666,1,10.948207378387451,519,4,0,0.0010379999999999999,0.0010379999999999999
Jack wants to send thank you cards to everyone who got him a gift for his wedding.  He sent out 200 invitations.  90% of people RSVPed but only 80% of people who RSVPed actually showed up.  Then 10 people who showed up didn't get a gift.  How many thank you cards does he need?,"He got 200*.9=<<200*.9=180>>180 RSVP
Of those only 180*.8=<<180*.8=144>>144 people showed up
So only 144-10=<<144-10=134>>134 got him gifts and hence need thank you cards.
#### 134",134, 134,True,1.0,1,7.364688873291016,481,4,0,0.000962,0.000962
"Jake is retrieving the notes on a communal board, putting all of the red notes in the complaints bin and all of the blue notes in the compliments bin. The red notes were in 5 rows with 6 notes in each row. There are 2 blue notes under each of the red notes, as well as another 10 blue notes scattered at the bottom of the board. How many notes in total are put into the complaints and compliments bins?","There are a total of 5 rows of red notes * 6 notes per row = <<5*6=30>>30 red notes on the board.
There are 2 blue notes per red notes * 30 red notes = 60 blue notes under the red notes.
With the other blue notes at the bottom of the board, there are a total of 60 + 10 = <<60+10=70>>70 blue notes.
So in total, there are 30 red notes + 70 blue notes = <<30+70=100>>100 notes in total.
#### 100",100, 50 notes in each bin.,False,0.0,0,10.802796602249146,555,5,0,0.0011099999999999999,0.0011099999999999999
"Ralph watches TV for 4 hours a day from Monday to Friday, and 6 hours a day on Saturday and Sunday. How many hours does Ralph spend watching TV in one week?","From Monday to Friday, Ralph watches TV for 4 * 5 = <<4*5=20>>20 hours.
On Saturday and Sunday, Ralph watches TV for 2 * 6 = <<2*6=12>>12 hours.
In one week, Ralph watches TV for a total of 20 + 12 = <<20+12=32>>32 hours.
#### 32",32, 32 hours,False,0.6666666666666666,1,5.407861709594727,440,5,0,0.0008799999999999999,0.0008799999999999999
"Gerald thought it would be funny to trick his coworker, who's allergic to peanuts, into eating a peanut butter cookie. When his coworker goes into anaphylactic shock and is taken to the hospital, Gerald is arrested. The judge sentences Gerald to 3 months for assault and 2 years for poisoning, then extends his sentence by 1/3 since this is Gerald's third offense. How many months does Gerald spend in jail?","First convert the 2-year sentence to months: 2 years * 12 months/year = <<2*12=24>>24 months
Then add the 3 months for assault: 24 months + 3 months = <<24+3=27>>27 months
Then find how long the 1/3 extension is: 27 months / 3 = <<27/3=9>>9 months
Finally, add up the three lengths of time to find the total sentence length: 27 months + 9 months = <<27+9=36>>36 months
#### 36",36, 36 months,False,0.6666666666666666,1,7.4093310832977295,494,3,0,0.000988,0.000988
"Justin needs to collect one flower for each classmate that is in his 2nd-grade class. It takes him on average 10 minutes to find a flower he likes. He has been gathering for 2 hours. Assuming he has lost 3 of the flowers he initially gathered, how many more minutes does he need to look if he has 30 classmates?","If he gathers for 2 hours, the number of minutes gathering is 2 * 60 minutes per hour = <<2*60=120>>120 minutes of gathering flowers
Gathering for 120 minutes / 10 minutes per flower = <<120/10=12>>12 flowers gathered
If he gathers 12 flowers initially but lost 3, he has 12-3 = <<12-3=9>>9 flowers gathered and kept
Since he has 30 classmates total and has 9 flowers, he needs to gather 30-9=<<30-9=21>>21 more flowers
Assuming it takes 10 minutes per flower, it will take him 10 * 21 = <<10*21=210>>210 minutes to gather the remaining 21 flowers needed
#### 210",210, 300 minutes,False,0.0,0,13.308862447738647,574,6,0,0.001148,0.001148
A bead shop sells one set of crystal beads at $9 each and one set of metal beads at $10 each. Nancy buys one set of crystal beads and two sets of metal beads. How much does she spend in all?,"Two sets of metal beads cost 2 x $10 = $<<2*10=20>>20.
Therefore, Nancy spends $9 + $20 = $<<9+20=29>>29 in all.
#### 29",29, $29,True,1.0,1,8.273574829101562,449,3,0,0.0008979999999999999,0.0008979999999999999
"Krista started raising chickens. She has 10 hens who lay eggs. She sells the eggs for $3 a dozen. In four weeks, she sold $120 worth of eggs. If she sold all the eggs her hens laid, how many eggs does each hen lay a week?","At $3 a dozen, Krista sold $120 / $3 = <<120/3=40>>40 dozen eggs.
If 10 hens laid 40 dozen eggs in 4 weeks, that means 40 dozen eggs / 10 hens = <<40/10=4>>4 dozen eggs were laid by each hen in four weeks.
To find out how many eggs each hen laid in a week, 4 dozen eggs / 4 weeks = <<4/4=1>>1 dozen eggs each week.
Since a dozen has 12 eggs, each hen lays 12*1 = <<12*1=12>>12 eggs each week.
#### 12",12, 12 eggs/hen per week.,False,0.4,1,7.589902639389038,496,4,0,0.000992,0.000992
"Tony has to run several errands in a day.  He needs to drive 10 miles to get groceries, 15 miles to get a haircut and 5 miles to go to a doctor's appointment.  How many miles will Tony have driven when he is halfway through driving around for his errands?","First, we need to find the total number of miles Tony will be driving by adding 10+15+5=<<10+15+5=30>>30 miles in total.
To determine the halfway point, we simply divide the total number of miles by 2, performing 30/2=<<30/2=15>>15 miles driven when Tony is halfway done.
#### 15",15, Tony will have driven 30 miles when he is halfway through driving around for his errands.,False,0.0,0,13.778012752532959,537,4,0,0.0010739999999999999,0.0010739999999999999
"Taylor and his friends decide to bring their pets together for a walk. 3 of his friends come first, each having twice as many pets as Taylor has. Another two of his friends have 2 pets each. If Taylor has 4 pets, what's the total number of pets they have together?","If Taylor has 4 pets, and each of his first friends brings twice as much, the total for each friend is 4*2 = <<4*2=8>>8 pets.
The total number of pets for Taylor's first friends is 8*3 = <<8*3=24>>24 pets.
The other two friends brought two pets each, a total of 2*2 = <<2*2=4>>4 pets.
The total number of pets will be Taylor's pets plus his friend's, which is 4+4+24 = <<4+4+24=32>>32 pets
#### 32",32, 32.,True,1.0,1,12.250145435333252,545,3,0,0.00109,0.00109
"After trick-or-treating, Brent dumped his candy on the table.  He had received 5 Kit-Kat bars, three times that amount in Hershey kisses, 8 boxes of Nerds,  and 11 lollipops.  He also had 10 Baby Ruths and half that amount in Reese Peanut butter cups.  After giving his little sister 5 lollipops, how many pieces of candy did Brent have left?","He had 5 Kit-Kats and had 3 times that amount in Kisses so he had 5*3 = <<5*3=15>>15 Hershey kisses
He had 10 Baby Ruths and half that amount in Reese Peanut butter cups so he had 10/2 = <<10/2=5>>5 Reese Peanut Butter cups
He had 11 lollipops and gave 5 to his sister so he now had 11-5 = <<11-5=6>>6 lollipops
When you add up all of the candy, he had 5 Kit-Kats, 15 Hershey kisses, 10 Baby Ruths, 5 Reese cups, 8 Nerds and 6 lollipops so 5+15+10+5+8+6 = <<5+15+10+5+8+6=49>>49 pieces of candy
#### 49",49, 49,True,1.0,1,11.145925045013428,556,3,0,0.001112,0.001112
"Elsa started the day with 40 marbles.  At breakfast, she lost 3 marbles while playing.  At lunchtime, she gave her best friend Susie 5 marbles.  In the afternoon, Elsa's mom bought her a new bag with 12 marbles.  Susie came back and gave Elsa twice as many marbles as she received at lunch.  How many marbles did Elsa end the day with?","Elsa had 40 marbles - 3 - 5 = <<40-3-5=32>>32 marbles.
Elsa then gained 12 marbles + 32 = <<12+32=44>>44 marbles.
At dinner Elsa received 2 * 5 marbles from Susie = <<2*5=10>>10 marbles.
In total Elsa had 44 marbles + 10 = <<44+10=54>>54 marbles.
#### 54",54, 54,True,1.0,1,12.037510395050049,546,3,0,0.0010919999999999999,0.0010919999999999999
"Francine wants to know if a local chemical plant is releasing toxic waste that makes the frogs mutate. In one local pond, she catches 5 frogs with extra legs, 2 frogs with 2 heads, two frogs that are bright red, and 18 normal frogs. What percentage of the frogs have mutated, rounded to the nearest integer?","First add up the numbers of the three kinds of mutant frog: 5 frogs + 2 frogs + 2 frogs = <<5+2+2=9>>9 frogs
Then add that number to the number of normal frogs to find the total number of frogs: 9 frogs + 18 frogs = <<9+18=27>>27 frogs
Finally, divide the number of mutant frogs by the total number of frogs and multiply by 100% to find the percentage of frogs that are mutants: 9 frogs / 27 frogs * 100% = 33.333...%, which rounds to 33%
#### 33",33, 33,True,1.0,1,8.425288438796997,482,4,0,0.0009639999999999999,0.0009639999999999999
"Grayson has 100 questions on a test. He answers some of the questions for 2 hours, taking two minutes for each answer, then realizes he doesn't know the rest of the questions. How many questions does Grayson leave unanswered when he submits his test?","Each hour contains 60 minutes, so after 2 hours he took 2*60 = <<2*60=120>>120 minutes.
If each question takes two minutes, then he answered 120/2 = <<120/2=60>>60 questions.
Unanswered questions is 100-60 = <<100-60=40>>40 questions
#### 40",40, 40,True,1.0,1,7.399087429046631,449,2,0,0.0008979999999999999,0.0008979999999999999
"Heloise has dogs and cats in the ratio of 10:17, with the total number of pets being 189. If she gives 10 dogs to her friend Janet, how many dogs does she remain with altogether?","The total ratio for the number of cats and dogs that Heloise has is 10+17 = <<10+17=27>>27
From the ratios, the fraction representing the number of dogs is 10/27, and this represents 10/27*189 = <<10/27*189=70>>70 dogs.
If Heloise gives 10 of her dogs to Janet, she remains with 70-10 = <<70-10=60>>60 dogs.
#### 60",60, 60,True,1.0,1,8.248735666275024,455,4,0,0.00091,0.00091
"Fabian bought a brand new computer mouse and keyboard to be able to work from home. The cost of the keyboard was three times greater than the cost of the mouse. If the mouse cost $16, how much did Fabian spent on his new accessories?","The cost of the keyboard was 3 * $16 = $<<3*16=48>>48.
That means Fabian had to pay $48 + $16 = $<<48+16=64>>64 in total for his accessories.
#### 64",64, $48.,False,0.0,0,12.25687050819397,524,4,0,0.0010479999999999999,0.0010479999999999999
